PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
107,2026-07-21,19:31:01.21,2,3,"Diaz, Juan",673215,Left,MIL_MIL1,"Reyes, Ripken",685341,Right,LAK_COU10,Undefined,4,Top,0,2,0,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,89.13263,-1.911595,2.5735,2024.15908,139.874314,10:45,5.8871,-0.91822,5.56152,-19.86115,15.44166,-12.153,2.44365,0.47492,82.30473,-5.608998,0.40747,0.427638,100.61555,6.015243,-27.650738,1452.53143,,,,115.88205,111.91146,-30.160446,0.908541,6.86107,8.62717,0.70448,50,5.70895,-5.30343,-129.42188,-4.98988,11.75887,24.36446,-17.38835,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,9de8a790-8564-11f1-a17b-7db4bab88cfd,88.14106,5.17994,,6.82791,,,,2.15932,2.4201,-0.19914,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:31:01.21,2026-07-21T19:31:01.2150000-05:00,2026-07-22T00:31:01.2150000Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,7246e4d2-0dae-4dfe-b630-9dc3b004d72b,54.93933,-130.34842,12.18223,5.88613,-4.32863,-8.69417,0.91466,-5.7506,5.87943,72.755188,2.33263,127.35254,-21.8014,,,,,,,2.51612,13.99905,-18.55897,,,,,,,-0.19875,-68.12792,4.69499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
108,2026-07-21,19:31:37.60,3,1,"Diaz, Juan",673215,Left,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,4,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.77575,-1.676008,2.738436,2010.913569,131.245134,10:15,5.90885,-2.16642,5.52357,-20.63029,13.81938,-14.49363,2.62052,-0.8121,82.9218,-5.526957,0.157134,0.422439,,,,,,,,,,,,8.11248,7.78378,1.93819,50,5.74932,-5.65087,-131.64085,-4.56569,14.22852,28.07359,-18.52203,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,b39b28b0-8564-11f1-a17b-7db4bab88cfd,89.22575,,,7.85395,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:31:37.60,2026-07-21T19:31:37.6020000-05:00,2026-07-22T00:31:37.6020000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,4e216f4d-3597-44dd-8f43-52d96633e321,54.97531,-132.69764,14.03679,5.90806,-3.86845,-9.26101,2.16099,-6.18648,7.11426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
109,2026-07-21,19:32:17.64,3,2,"Diaz, Juan",673215,Left,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,4,Top,0,0,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.22906,-0.976689,3.391952,2260.444326,193.341278,12:30,5.71706,-2.5594,5.45771,-41.29959,2.55351,0.30929,1.3595,0.64514,74.4943,-8.474307,3.446946,0.476619,,,,,,,,,,,,0.70339,1.86382,2.25995,50,5.6021,-6.91236,-116.4241,-3.38498,0.97368,20.11093,-29.59404,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,cb7e6c80-8564-11f1-a17b-7db4bab88cfd,79.08294,,,5.73476,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:32:17.64,2026-07-21T19:32:17.6450000-05:00,2026-07-22T00:32:17.6450000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,5e4ae00a-b4b1-4348-ae9b-f0c903499eba,55.04317,-117.29202,10.05546,5.72062,-2.10781,-14.79702,2.55917,-6.95437,0.48684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
110,2026-07-21,19:32:49.71,3,3,"Diaz, Juan",673215,Left,MIL_MIL1,"Zuberer, Ray",829518,Left,LAK_COU10,Undefined,4,Top,0,0,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,80.40983,1.14609,1.873953,2385.147628,315.388649,4:30,5.63689,-2.51153,5.23314,-47.869,-3.78051,5.00382,2.72582,-0.33245,74.20937,-7.526144,2.761085,0.477897,,,,,,,,,,,,-2.0152,-1.8324,2.33508,50,5.70632,-4.02312,-116.75343,0.61948,-2.79458,21.02325,-34.71512,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,de9ed110-8564-11f1-a17b-7db4bab88cfd,78.87151,,,6.20047,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:32:49.71,2026-07-21T19:32:49.7100000-05:00,2026-07-22T00:32:49.7100000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,a3affe7a-4a1a-4981-9f69-aa06c3845929,55.26766,-117.69813,10.51163,5.64343,2.17944,-17.35756,2.51304,-3.89755,-1.39729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
111,2026-07-21,19:33:19.89,4,1,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,4,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.67038,-1.614214,3.195694,2026.957942,142.984668,10:45,5.86178,-0.56631,5.58634,-19.29592,15.96576,-11.17505,2.74368,1.48969,81.84493,-5.238066,1.205173,0.427389,,,,,,,,,,,,6.66323,8.91512,0.29948,50,5.71066,-6.7872,-130.01579,-4.3042,11.38511,27.71618,-16.94128,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,f091d930-8564-11f1-a17b-7db4bab88cfd,88.19245,,,7.82545,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:33:19.89,2026-07-21T19:33:19.8960000-05:00,2026-07-22T00:33:19.8960000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,eaf70bc2-e889-4876-af2c-f1f3cbd6a31a,54.91406,-131.05916,13.85809,5.86069,-3.66645,-8.47064,0.56305,-7.21579,5.69255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
112,2026-07-21,19:33:50.48,4,2,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,4,Top,1,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.62857,0.437147,2.778969,1928.752031,113.789566,9:45,5.69365,-1.09449,5.26647,-27.73793,7.63772,-14.97091,3.7933,0.27051,82.40854,-4.652036,0.126029,0.428079,,,,,,,,,,,,8.19063,4.02914,0.85161,50,5.71328,-5.63092,-130.08762,-0.05906,14.15199,25.1689,-25.21237,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,02d0b760-8565-11f1-a17b-7db4bab88cfd,88.05027,,,7.22003,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:33:50.48,2026-07-21T19:33:50.4890000-05:00,2026-07-22T00:33:50.4890000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,1f0d23a4-15aa-41ba-a9a1-404c7d334ffe,55.233,-131.09617,12.58445,5.69541,0.95124,-12.60618,1.08861,-6.19801,7.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
113,2026-07-21,19:34:06.51,4,3,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,4,Top,1,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.70188,-3.011221,2.778205,2012.63494,144.816153,10:45,5.8554,-0.5515,5.50076,-19.59871,15.11969,-9.83835,1.39986,1.22914,82.70684,-6.671906,1.026871,0.424083,,,,,,,,,,,,5.86729,8.88363,0.31576,50,5.57892,-5.95055,-131.37461,-7.58533,10.20483,29.0819,-16.72295,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,0c593500-8565-11f1-a17b-7db4bab88cfd,88.87978,,,7.99504,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:34:06.51,2026-07-21T19:34:06.5180000-05:00,2026-07-22T00:34:06.5180000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,a750e1be-5084-4a47-a1ec-7297e8883c7b,54.99936,-132.47667,14.54095,5.85437,-6.95161,-8.36148,0.54859,-6.33726,5.10242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
114,2026-07-21,19:34:54.88,4,4,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,4,Top,1,3,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.30085,-0.40403,1.66298,2212.53687,261.155057,2:45,5.70372,-1.1094,5.45533,-39.11805,1.71177,3.02378,2.06551,0.69972,76.69939,-7.541366,2.201695,0.459897,,,,,,,,,,,,-1.07724,1.33043,0.9606,50,5.6411,-3.63571,-120.96133,-2.23791,-1.59913,23.17153,-30.19909,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,2937cd30-8565-11f1-a17b-7db4bab88cfd,81.95849,,,6.60146,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:34:54.88,2026-07-21T19:34:54.8800000-05:00,2026-07-22T00:34:54.8800000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,0ee7abee-55e9-4c44-98ec-0bee35ab2cbb,55.04406,-121.92374,11.58576,5.708,-0.98361,-15.09955,1.11023,-3.56929,-0.79957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
115,2026-07-21,19:35:13.29,4,5,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,4,Top,1,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,91.77682,-1.735409,0.700692,1987.54611,149.43312,11:00,5.85818,-0.83241,5.437,-18.26576,15.32619,-8.44721,2.71036,-0.88018,84.26423,-5.145896,-0.803075,0.417147,,,,,,,,,,,,4.42914,8.48532,0.77639,50,5.69216,-1.24094,-133.24793,-4.66545,8.0032,27.27959,-16.84154,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,342c36e0-8565-11f1-a17b-7db4bab88cfd,90.35773,,,7.51258,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:35:13.29,2026-07-21T19:35:13.2980000-05:00,2026-07-22T00:35:13.2980000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,9240d724-d218-492b-b82d-fba51d4ace8d,55.06082,-134.28003,13.6398,5.85662,-4.02826,-8.42077,0.82906,-1.54373,4.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
116,2026-07-21,19:38:16.03,5,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Garcia, Anthony",678803,Left,LAK_COU10,Undefined,4,Top,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.77893,0.273154,-1.789746,1592.880064,211.879625,1:00,5.85811,1.73881,6.28928,-22.13206,14.13855,8.13563,4.26562,0.76692,79.7922,-3.908591,-0.319436,0.43346,,,,,,,,,,,,-4.67496,7.60729,-1.61071,50,5.86734,3.6248,-126.17974,-0.03545,-7.5912,23.94388,-19.8213,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,a11d0220-8565-11f1-a17b-7db4bab88cfd,86.95718,,,6.98673,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:38:16.03,2026-07-21T19:38:16.0330000-05:00,2026-07-22T00:38:16.0330000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,41587387-b614-4919-a466-fe14f65daeb6,54.20877,-126.97588,11.97194,5.85756,0.62362,-9.91065,-1.73543,3.87721,-3.7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
117,2026-07-21,19:38:31.81,5,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Garcia, Anthony",678803,Left,LAK_COU10,Undefined,4,Top,1,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.36922,-2.354684,-2.166571,2424.127544,212.30589,1:00,5.92655,1.51322,6.02039,-11.36611,20.78092,12.4432,2.7956,0.54245,84.6862,-4.581677,0.070319,0.408077,,,,,,,,,,,,-6.99681,11.67701,-1.34997,50,5.73558,4.56695,-135.3912,-5.83613,-12.89976,31.42147,-10.64558,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,aa824050-8565-11f1-a17b-7db4bab88cfd,92.36609,,,8.68302,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:38:31.81,2026-07-21T19:38:31.8100000-05:00,2026-07-22T00:38:31.8100000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,649235d5-8551-489d-b66e-3f89b610c63f,54.47602,-136.42604,15.71074,5.92202,-5.48553,-5.32279,-1.50737,4.99179,-6.44988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
118,2026-07-21,19:38:49.01,5,3,"Hoyt, Eli",827722,Right,MIL_MIL1,"Garcia, Anthony",678803,Left,LAK_COU10,Undefined,4,Top,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.70647,-3.86952,-2.707658,2388.843316,208.628927,1:00,5.82072,1.46822,6.16768,-11.29245,20.26147,10.51103,1.29612,-0.15869,85.8547,-6.060111,-0.814086,0.404295,,,,,,,,,,,,-6.18158,11.84867,-1.26832,50,5.52103,5.97825,-135.81314,-9.47412,-11.57533,29.03099,-9.98681,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,b4b814f0-8565-11f1-a17b-7db4bab88cfd,93.23015,,,7.85177,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:38:49.01,2026-07-21T19:38:49.0100000-05:00,2026-07-22T00:38:49.0100000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,b9c11222-8340-444e-9cbe-564ecbe2ac7e,54.33134,-136.73586,14.5155,5.81711,-9.1567,-4.99341,-1.46418,6.34616,-5.78767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
119,2026-07-21,19:39:05.25,5,4,"Hoyt, Eli",827722,Right,MIL_MIL1,"Garcia, Anthony",678803,Left,LAK_COU10,Undefined,4,Top,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.94237,-3.703086,-2.229564,2355.884319,204.313397,12:45,5.76828,1.36771,6.19608,-10.44812,21.04072,9.0317,1.47169,0.06105,85.6349,-5.753048,-0.600922,0.403878,,,,,,,,,,,,-5.31205,12.26883,-1.2043,50,5.48366,4.91466,-136.1578,-9.05149,-9.94429,30.6735,-9.20644,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,be683ed0-8565-11f1-a17b-7db4bab88cfd,93.32641,,,8.30747,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:39:05.25,2026-07-21T19:39:05.2500000-05:00,2026-07-22T00:39:05.2500000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,e5bf7c8e-bc5e-4d19-9d5c-7745bc1aaebe,54.30186,-137.1235,15.33675,5.76407,-8.76165,-4.60322,-1.36396,5.22773,-4.97215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
120,2026-07-21,19:39:22.95,5,5,"Hoyt, Eli",827722,Right,MIL_MIL1,"Garcia, Anthony",678803,Left,LAK_COU10,Undefined,4,Top,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,93.47504,-4.039667,-2.079246,2401.745211,209.444277,1:00,5.85275,1.37044,6.17893,-10.96064,20.72182,11.12713,1.20021,0.37674,85.66652,-6.169835,-0.072798,0.405117,,,,,,,,,,,,-6.32524,12.13304,-1.21885,50,5.54118,4.44907,-135.51178,-9.8366,-11.79175,28.90487,-9.55526,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,c8f979e0-8565-11f1-a17b-7db4bab88cfd,93.0408,,,7.80852,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:39:22.95,2026-07-21T19:39:22.9570000-05:00,2026-07-22T00:39:22.9570000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,29847448-5604-46c5-9480-58c1e07f4c02,54.31993,-136.43011,14.45244,5.84888,-9.53302,-4.77763,-1.36615,4.8237,-5.89588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
121,2026-07-21,19:39:55.69,6,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Feliciano, Mario",666128,Right,LAK_COU10,Undefined,4,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,1,1,,93.65141,-3.058347,-1.799141,2495.81767,202.802827,12:45,5.89359,1.34738,6.13961,-9.18969,22.44308,9.00304,2.29733,0.4344,85.48462,-4.881649,-0.176937,0.404799,77.35164,6.732971,16.046823,3003.414375,,,,102.88849,101.87659,20.591855,1.051675,-5.17197,12.78607,-1.21485,50,5.65535,3.88585,-135.88701,-7.45093,-9.66184,30.02758,-8.28828,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,dc7a26e0-8565-11f1-a17b-7db4bab88cfd,93.11386,5.07167,,8.1668,,,,0.14634,2.17221,-0.45545,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:39:55.69,2026-07-21T19:39:55.6970000-05:00,2026-07-22T00:39:55.6970000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,2a922252-489e-4351-8ea1-13af8ed8fade,54.35915,-136.84687,15.01379,5.88929,-7.18598,-4.14414,-1.344,4.1947,-4.83092,254.129167,0.14634,108.27654,-18.36152,2.7548,-0.59312,0.11917,-0.02404,0.00438,-0.00048,2.17221,13.301,-15.78199,1.3026,-0.22854,0.05537,-0.01069,0.00183,-0.0002,-0.45545,31.14358,4.16097,-0.73839,0.14662,-0.03121,0.00613,-0.00115,0.00013,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
122,2026-07-21,19:40:41.49,7,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Zimmermann, Peter",1000408665,Right,LAK_COU10,Undefined,4,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.68245,0.659938,-2.102,2491.393404,153.552734,11:00,5.84804,1.60505,5.67907,-36.56829,3.3691,-1.10287,3.41632,-0.4472,77.20197,-6.054466,-2.299028,0.454843,,,,,,,,,,,,0.02055,1.91268,-1.42718,50,5.88068,4.50659,-121.56487,0.14586,0.03099,22.13937,-29.29018,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,f7cc79c0-8565-11f1-a17b-7db4bab88cfd,82.86918,,,6.48048,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:40:41.49,2026-07-21T19:40:41.4980000-05:00,2026-07-22T00:40:41.4980000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,25cd2363-4229-4ade-a6a6-ee838d130c99,54.8198,-122.4395,11.06969,5.85206,1.30299,-14.64509,-1.60519,4.50537,0.01549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
123,2026-07-21,19:40:57.30,7,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Zimmermann, Peter",1000408665,Right,LAK_COU10,Undefined,4,Top,2,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.91426,-1.422574,-2.045073,2289.299938,205.771301,12:45,5.78393,1.38538,6.1863,-10.7854,21.35454,9.79579,3.57053,0.31261,84.43427,-3.551084,-0.278673,0.408032,,,,,,,,,,,,-5.62744,11.74497,-1.23573,50,5.67075,4.39157,-134.87691,-3.5794,-10.32187,30.51154,-10.63141,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,013f4c80-8566-11f1-a17b-7db4bab88cfd,92.37627,,,8.47999,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:40:57.30,2026-07-21T19:40:57.3010000-05:00,2026-07-22T00:40:57.3010000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,b52338b6-7841-46b1-b260-16e034de47d8,54.31024,-135.84847,15.25577,5.77934,-3.24087,-5.31571,-1.3808,4.72024,-5.16094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
124,2026-07-21,19:41:14.42,7,3,"Hoyt, Eli",827722,Right,MIL_MIL1,"Zimmermann, Peter",1000408665,Right,LAK_COU10,Undefined,4,Top,2,1,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.33699,-1.430866,-1.560245,2438.305619,188.285939,12:15,5.73644,1.64803,5.88618,-34.77667,3.34815,0.32559,1.50895,0.226,78.94157,-7.818391,-1.501743,0.444401,,,,,,,,,,,,-0.57319,2.4237,-1.52238,50,5.60082,3.36509,-124.0167,-4.272,-0.89829,23.34815,-28.37578,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,0b706630-8566-11f1-a17b-7db4bab88cfd,84.81626,,,6.39541,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:41:14.42,2026-07-21T19:41:14.4240000-05:00,2026-07-22T00:41:14.4240000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,a7f4e390-a03d-4a33-a3a3-cf7fbbd8d279,54.61347,-124.88224,11.67408,5.73969,-3.22008,-14.18789,-1.64775,3.39839,-0.44915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
125,2026-07-21,19:41:30.79,7,4,"Hoyt, Eli",827722,Right,MIL_MIL1,"Zimmermann, Peter",1000408665,Right,LAK_COU10,Undefined,4,Top,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.43398,-3.660829,-2.944931,2273.140674,201.79137,12:45,5.86758,1.28711,6.0353,-10.35611,21.58548,8.21725,1.60564,-0.75745,85.4527,-5.684749,-1.469192,0.406771,,,,,,,,,,,,-5.03189,12.42249,-1.06149,50,5.57543,6.60719,-135.3646,-8.9106,-9.35041,29.1329,-9.09012,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,15304780-8566-11f1-a17b-7db4bab88cfd,92.66262,,,7.98128,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:41:30.79,2026-07-21T19:41:30.7960000-05:00,2026-07-22T00:41:30.7960000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,0a4ddccb-edf0-49fe-adda-9efedb5095ff,54.46289,-136.32171,14.56645,5.86326,-8.61196,-4.54506,-1.2836,6.91438,-4.67521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
