PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
144,2026-07-21,19:53:09.63,1,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,5,Top,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.62734,-2.766015,-2.3857,2447.988352,210.272893,1:00,5.79668,1.34324,,-11.67056,20.9817,11.55741,2.26675,0.10296,83.57978,-5.066687,-0.301398,0.411271,,,,,,,,,,,,-6.72142,12.06784,-1.16948,50,5.58256,5.09667,-134.2256,-6.74916,-12.09998,32.64258,-10.44944,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,b5b798b0-8567-11f1-a17b-7db4bab88cfd,91.64871,,,9.04756,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:53:09.63,2026-07-21T19:53:09.6310000-05:00,2026-07-22T00:53:09.6310000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,0ed4e94f-580c-42b0-95e7-c9d006298bfa,54.29399,-135.26584,16.32129,5.79233,-6.41616,-5.22472,-1.33804,5.48227,-6.04999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
145,2026-07-21,19:53:21.45,1,3,"Hoyt, Eli",827722,Right,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,5,Top,0,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.80612,2.42534,-0.294234,2522.567518,26.043022,6:45,5.89732,1.45392,5.40408,-59.65413,-13.41473,-7.31063,3.20005,0.56901,71.7861,-8.418154,-1.596286,0.489415,,,,,,,,,,,,3.55855,-6.94063,-1.42252,50,6.07185,0.88368,-114.31121,2.71773,4.65935,23.1279,-41.26174,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,bcd18750-8567-11f1-a17b-7db4bab88cfd,77.01524,,,7.02002,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:53:21.45,2026-07-21T19:53:21.4560000-05:00,2026-07-22T00:53:21.4560000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,3f3264cb-109e-4936-93af-5e50a0c4a4c4,55.09676,-115.3378,11.56395,5.91057,4.54923,-20.63087,-1.45716,0.67686,2.32968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
146,2026-07-21,19:53:36.35,1,4,"Hoyt, Eli",827722,Right,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,5,Top,0,1,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.85323,-2.723321,-1.107407,2367.254433,205.483671,12:45,5.78774,1.06831,6.09744,-14.53166,17.70572,7.93851,2.05564,0.7055,84.77807,-5.50529,0.323051,0.40865,59.23815,52.713573,63.881715,5045.811126,13.19943,56.42941,109.20517,158.14778,100.41523,86.016979,4.197954,-4.41902,10.23501,-0.98723,50,5.57029,2.26762,-134.77229,-6.82097,-8.11025,29.88032,-13.38968,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,c5a6e190-8567-11f1-a17b-7db4bab88cfd,92.23654,65.22275,,8.07515,,,,-0.27141,2.15104,-0.74962,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:53:36.35,2026-07-21T19:53:36.3500000-05:00,2026-07-22T00:53:36.3500000Z,Popup,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,96f28fb4-5d64-4b21-b1f8-f2fadc3036db,54.40069,-135.74446,14.94016,5.78513,-6.38533,-6.69484,-1.0653,2.53149,-4.05513,214.442839,-0.26891,23.07294,-12.67538,2.56986,0.95396,-1.03362,0.3717,-0.06131,0.00387,2.14282,69.33789,-22.87773,3.90349,-2.09322,0.90783,-0.21656,0.02554,-0.00118,-0.75208,47.3168,-4.11163,0.85911,-0.31578,0.09892,-0.01181,-0.00052,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
147,2026-07-21,19:53:55.88,1,5,"Hoyt, Eli",827722,Right,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,5,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.74733,-1.172841,-0.95355,2368.718666,205.919053,12:45,5.79615,1.37711,6.00168,-14.68355,16.99914,7.76697,3.48551,1.14075,85.48019,-3.984437,0.443322,0.405119,,,,,,,,,,,,-4.24358,9.36292,-1.30625,50,5.69575,1.92158,-136.16089,-3.21343,-7.95367,30.35113,-14.62525,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,d1480600-8567-11f1-a17b-7db4bab88cfd,93.0405,,,8.26714,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:53:55.88,2026-07-21T19:53:55.8890000-05:00,2026-07-22T00:53:55.8890000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,b97fdb7c-827e-4e33-85ed-27d61c8bd29e,54.49527,-137.15926,15.17556,5.79354,-2.73235,-7.31262,-1.37377,2.1832,-3.97684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
148,2026-07-21,19:54:10.43,1,6,"Hoyt, Eli",827722,Right,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,5,Top,0,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.93553,-0.880877,-1.631806,2419.764438,91.004794,9:00,5.71031,1.52723,5.86357,-37.75825,1.42795,-4.65496,1.74509,-0.37699,77.27554,-7.843923,-2.467654,0.450545,,,,,,,,,,,,1.86858,1.4102,-1.39227,50,5.61713,3.69943,-123.22604,-3.17848,2.83809,27.27525,-30.03219,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,d9fc6ac0-8567-11f1-a17b-7db4bab88cfd,83.65971,,,7.65999,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:54:10.43,2026-07-21T19:54:10.4300000-05:00,2026-07-22T00:54:10.4300000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,28ea1e77-b6e0-4b99-933c-2a92470a758c,54.63375,-124.24746,13.63762,5.7151,-2.05382,-15.0161,-1.52882,3.59314,1.41905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12042,2.923707,1.388698,1.53501,-0.08181,1.53559,0.44188,-4.77798,4.61111,3.82437,74.29822,8.35427,50.70709,-4.60018,57.9257,-4.24793,4.78125,25.07786,-14.81365,3.90314,33.71318,-2.09754,High,High,High,,,High,High,High
149,2026-07-21,19:54:41.28,2,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,5,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,94.20858,-1.275939,-3.329824,2338.873897,216.619576,1:15,5.76179,1.41861,5.98809,-15.2143,16.21021,11.3019,3.3092,-0.72911,85.97009,-4.177982,-1.302315,0.403465,,,,,,,,,,,,-6.71634,8.978,-1.16187,50,5.65253,7.44991,-136.6547,-3.50539,-12.70385,30.03895,-15.19228,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,ec56e740-8567-11f1-a17b-7db4bab88cfd,93.42193,,,8.23849,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:54:41.28,2026-07-21T19:54:41.2820000-05:00,2026-07-22T00:54:41.2820000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,3e9eff02-601a-4585-9356-c0f8d1d925ca,54.50986,-137.64247,15.01947,5.75958,-3.00583,-7.59614,-1.41371,7.86765,-6.35192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
150,2026-07-21,19:54:52.99,2,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,5,Top,1,0,1,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,88.07515,-3.251843,-2.66814,1209.480903,202.802497,12:45,5.56515,1.71953,6.18878,-24.37659,10.99973,4.19807,0.52488,-0.39589,81.68637,-7.775257,-1.910736,0.428083,,,,,,,,,,,,-2.87358,6.83004,-1.52054,50,5.30704,5.79957,-127.85447,-8.03065,-4.80381,23.90935,-20.75619,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,f352eda0-8567-11f1-a17b-7db4bab88cfd,88.0494,,,6.38878,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:54:52.99,2026-07-21T19:54:52.9930000-05:00,2026-07-22T00:54:52.9930000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,f6c725e6-e65f-4771-a6fb-2e6558ca05bb,54.3123,-128.65836,11.95468,5.56532,-7.33277,-10.37809,-1.71825,5.96108,-2.40191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
151,2026-07-21,19:55:09.84,2,3,"Hoyt, Eli",827722,Right,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,5,Top,1,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.45217,2.357301,0.389356,2641.846039,24.184474,6:45,5.82044,1.53184,5.38509,-57.1181,-12.27942,-6.09622,3.27144,1.38878,73.37588,-7.990952,-0.695963,0.481945,,,,,,,,,,,,3.17248,-6.42268,-1.56216,50,5.99037,-0.54279,-115.44306,2.72444,4.30387,20.43011,-40.88722,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,fd670970-8567-11f1-a17b-7db4bab88cfd,78.20895,,,6.07628,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:55:09.84,2026-07-21T19:55:09.8410000-05:00,2026-07-22T00:55:09.8410000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,331d145e-4345-44c2-ac89-4a059bb1110d,55.11808,-116.34529,10.21506,5.83018,4.53008,-20.44361,-1.53399,-0.73285,2.15194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
152,2026-07-21,19:55:23.55,2,4,"Hoyt, Eli",827722,Right,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,5,Top,1,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.83259,-2.465784,-2.387286,2388.873544,197.617004,12:30,5.83722,1.27297,6.0598,-12.46749,19.88599,5.97634,2.51268,-0.43982,84.59669,-4.881995,-1.312668,0.409385,85.02643,33.84177,-39.777264,4799.686195,75.34188,60.85008,-80.14736,263.75383,136.39572,-57.713942,4.358604,-3.78103,11.29757,-1.09083,50,5.63896,5.36093,-134.66641,-6.1292,-6.92164,30.09707,-11.49245,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,05882ee0-8568-11f1-a17b-7db4bab88cfd,92.07088,67.8168,,8.23591,,,,1.17625,2.493,0.51539,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:55:23.55,2026-07-21T19:55:23.5580000-05:00,2026-07-22T00:55:23.5580000Z,FlyBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,dbc9d1b2-2e0c-4d0e-ba69-f9107127c65c,54.4387,-135.6548,15.04854,5.83405,-5.75178,-5.74623,-1.27062,5.58824,-3.46082,134.774098,1.17357,79.67126,-24.76939,7.35366,-2.30043,0.71499,-0.17345,0.02448,-0.0014,2.49296,69.44868,-20.86197,1.36508,-0.01684,-0.04424,0.0114,-0.00054,-7E-05,0.51611,-66.29173,3.80049,0.36898,-0.11461,-0.06675,0.0422,-0.00894,0.00067,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
153,2026-07-21,19:55:44.83,2,5,"Hoyt, Eli",827722,Right,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,5,Top,1,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.56003,-3.966965,-2.190152,2415.464459,203.2753,12:45,5.77421,1.39776,6.0919,-8.86052,23.051,9.45201,1.35789,0.15859,85.19844,-5.73245,-0.489271,0.406579,,,,,,,,,,,,-5.53126,13.38753,-1.23397,50,5.46323,4.78128,-135.55112,-9.58087,-10.25272,30.66599,-7.35891,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,12345ab0-8568-11f1-a17b-7db4bab88cfd,92.70627,,,8.36159,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:55:44.83,2026-07-21T19:55:44.8350000-05:00,2026-07-22T00:55:44.8350000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,d14551cd-6143-4287-90d7-27d740db1dea,54.40686,-136.54445,15.333,5.76971,-9.3425,-3.67946,-1.39422,5.11339,-5.12636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
154,2026-07-21,19:56:00.50,2,6,"Hoyt, Eli",827722,Right,MIL_MIL1,"Snider, Jake",686744,Left,LAK_COU10,Undefined,5,Top,1,3,2,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,85.74108,-0.5042,-3.249936,2556.259696,85.4036,8:45,5.59919,1.69829,5.7687,-37.44089,1.1463,-1.89551,2.00912,-1.48739,78.10094,-7.389945,-3.588787,0.447088,,,,,,,,,,,,-0.0289,1.13386,-1.42813,50,5.53493,7.13462,-124.26289,-2.40072,-0.04475,27.10703,-30.41799,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,1b94b6e0-8568-11f1-a17b-7db4bab88cfd,84.30656,,,7.64013,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:56:00.50,2026-07-21T19:56:00.5080000-05:00,2026-07-22T00:56:00.5080000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,628bdcbc-b938-403b-9a4e-937e0e5f1e28,54.72872,-125.29018,13.55351,5.60407,-1.24795,-15.20899,-1.69854,7.13632,-0.02238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
155,2026-07-21,19:56:29.84,3,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Roberts, Brett",689355,Right,LAK_COU10,Undefined,5,Top,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.48581,-1.640676,-1.599052,2439.140643,214.589549,1:15,5.76275,1.42981,5.95691,-14.84572,18.11036,11.68375,3.00314,0.9202,83.53808,-4.502791,0.500031,0.41318,83.93492,12.574602,-45.928181,2759.653557,70.00756,12.00192,-84.84652,168.98085,164.39228,-53.162528,1.68285,-6.50804,10.15319,-1.30939,50,5.62424,3.2353,-134.15,-4.26234,-11.71199,32.39236,-13.90216,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,2d0d10c0-8568-11f1-a17b-7db4bab88cfd,91.22522,13.04941,,8.94773,,,,1.39186,3.27892,-1.38094,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:56:29.84,2026-07-21T19:56:29.8400000-05:00,2026-07-22T00:56:29.8400000Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,3d45f026-6339-41a4-9f82-2fdf6f51d124,54.5402,-135.24184,16.19618,5.76001,-3.79374,-6.95108,-1.4251,3.63008,-5.85599,,1.39188,83.56998,-17.95,2.77918,-0.37395,-0.03911,0.01116,0.00788,-0.0024,3.27892,26.80038,-19.65737,1.93052,-0.29494,0.03595,-0.00484,0.00343,-0.00081,-1.38092,-86.32727,3.16995,0.65404,-0.01045,-0.11725,0.05954,-0.00981,0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
156,2026-07-21,19:56:55.26,3,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Roberts, Brett",689355,Right,LAK_COU10,Undefined,5,Top,1,0,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.23476,-0.954439,-1.828281,2422.925174,141.357597,10:45,5.65692,1.64472,5.84011,-33.50577,4.69264,-2.88331,1.9772,-0.2953,78.93305,-7.112192,-2.345457,0.44483,66.5386,-62.968656,-95.922591,,,,,1.7334,1.70092,-24.986871,0.022998,1.02433,2.94689,-1.49401,50,5.55916,4.06761,-123.90085,-3.18898,1.60552,22.83211,-27.5551,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,3c33d980-8568-11f1-a17b-7db4bab88cfd,84.7345,2.00576,,6.3017,,,,1.67676,2.00576,0.2857,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:56:55.26,2026-07-21T19:56:55.2600000-05:00,2026-07-22T00:56:55.2600000Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,ed82281a-5fb3-4d68-ad61-fda00fa32aac,54.66048,-124.75671,11.41606,5.65934,-2.15608,-13.77755,-1.64535,4.00743,0.80276,,1.67681,-4.59157,,,,,,,,2.00682,-87.21522,,,,,,,,0.28624,-44.26097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
157,2026-07-21,19:57:27.52,3,3,"Hoyt, Eli",827722,Right,MIL_MIL1,"Roberts, Brett",689355,Right,LAK_COU10,Undefined,5,Top,1,0,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,93.47249,-3.047981,-1.964275,2376.516412,209.885443,1:00,5.77853,1.33344,6.07482,-14.178,17.56513,9.52126,1.77247,0.30865,85.68625,-5.753948,-0.25025,0.405505,,,,,,,,,,,,-5.46634,10.20733,-1.18656,50,5.53486,4.24833,-135.64439,-7.63496,-10.20811,29.02586,-13.11237,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,4f70c6c0-8568-11f1-a17b-7db4bab88cfd,92.95183,,,7.78624,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:57:27.52,2026-07-21T19:57:27.5240000-05:00,2026-07-22T00:57:27.5240000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,65ffa35b-96ab-4843-99b0-df8f37aa1f9c,54.42441,-136.58787,14.51293,5.77611,-7.20875,-6.55618,-1.33005,4.58014,-5.10406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
158,2026-07-21,19:57:56.61,4,1,"Hoyt, Eli",827722,Right,MIL_MIL1,"Reyes, Ripken",685341,Left,LAK_COU10,Undefined,5,Top,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.38733,-3.124283,-3.129449,2377.454382,214.584398,1:15,5.69222,1.53555,6.11745,-15.62938,16.65871,10.82745,1.49408,-0.45834,85.23347,-6.08256,-1.181208,0.408971,,,,,,,,,,,,-6.42146,9.71308,-1.30135,50,5.44407,6.88363,-134.04261,-7.79102,-11.79144,26.45823,-14.33835,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,60c12640-8568-11f1-a17b-7db4bab88cfd,92.16406,,,7.15386,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:57:56.61,2026-07-21T19:57:56.6130000-05:00,2026-07-22T00:57:56.6130000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,70d0dde8-be55-487f-8d66-d90305fbce8d,54.38291,-134.90496,13.22911,5.69038,-7.32369,-7.16917,-1.53197,7.26795,-5.89572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
159,2026-07-21,19:58:36.19,4,2,"Hoyt, Eli",827722,Right,MIL_MIL1,"Reyes, Ripken",685341,Left,LAK_COU10,Undefined,5,Top,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.74096,-2.373634,-1.620142,2337.046508,205.160557,12:45,5.77944,1.49917,5.9708,-12.65729,20.41414,9.09741,2.52194,0.75486,83.94091,-4.816707,0.014406,0.413902,,,,,,,,,,,,-5.11685,11.45371,-1.37594,50,5.58429,3.37723,-133.18094,-5.85389,-9.20492,28.17422,-11.56946,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,78664fa0-8568-11f1-a17b-7db4bab88cfd,91.06606,,,7.80006,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:58:36.19,2026-07-21T19:58:36.1920000-05:00,2026-07-22T00:58:36.1920000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,a8919a06-5b3f-450d-a533-b3069a41f28c,54.52748,-134.13531,14.08711,5.77595,-5.462,-5.78473,-1.49562,3.68904,-4.60246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.21229,2.126268,0.675072,1.451196,-0.26411,2.37891,-0.75604,-0.83422,5.33996,0.16303,127.27915,1.66583,7.96176,-0.61108,102.50437,-10.06822,5.37952,15.10071,-12.20494,0.07952,1.83195,2.53901,High,High,High,,,High,Medium,Medium
160,2026-07-21,19:59:04.71,4,3,"Hoyt, Eli",827722,Right,MIL_MIL1,"Reyes, Ripken",685341,Left,LAK_COU10,Undefined,5,Top,2,1,1,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,87.15041,-4.684568,-1.724686,1248.804607,210.830916,1:00,5.65717,1.66939,6.08587,-20.77867,15.64898,8.68749,-0.41967,0.79738,80.68629,-8.551557,-0.158665,0.434397,,,,,,,,,,,,-5.00851,9.65327,-1.54116,50,5.28372,3.47694,-126.33803,-10.98135,-8.1561,23.91903,-16.45417,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,895aac70-8568-11f1-a17b-7db4bab88cfd,86.76956,,,6.46412,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:59:04.71,2026-07-21T19:59:04.7160000-05:00,2026-07-22T00:59:04.7160000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,92c0741f-ce4a-4d51-afc1-78b7f7dec6b2,54.41548,-127.17124,11.95951,5.65627,-10.40817,-8.22708,-1.66723,3.76105,-4.07805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
161,2026-07-21,19:59:29.59,4,4,"Hoyt, Eli",827722,Right,MIL_MIL1,"Reyes, Ripken",685341,Left,LAK_COU10,Undefined,5,Top,2,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.72494,-1.788157,-1.475618,2345.418818,206.751421,1:00,5.76818,1.49046,5.93887,-13.4195,19.35127,9.17508,2.99,0.88589,83.84159,-4.390203,0.172137,0.412017,68.54154,70.174929,-99.480992,4419.322657,,,,,11.32813,,,-5.18756,10.8352,-1.37809,50,5.61818,3.06675,-134.51093,-4.56489,-9.39663,32.26189,-12.54751,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,982dafe0-8568-11f1-a17b-7db4bab88cfd,91.4828,28.18325,,8.88335,,,,1.38473,3.1647,-1.01331,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-22,00:59:29.59,2026-07-21T19:59:29.5930000-05:00,2026-07-22T00:59:29.5930000Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,4fdacdf8-748a-4aa5-8f22-29ff956d71ac,54.55875,-135.59991,16.13094,5.76512,-4.14136,-6.27375,-1.48696,3.38393,-4.69831,14.964207,1.3868,-5.71265,-7.04359,,,,,,,3.16494,94.55931,-22.95686,,,,,,,-1.01021,-33.77266,-8.60411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,
